Diego,Navarrete,31/08/1993,diegonav@gmail.com,-518991.2
Jose,Pinto,15/09/1984,josep@gmail.com,-520260.7
Juan,Niño,19/10/1999,juanniñ@gmail.com,-521530.2
Alejandra,Becerra,23/12/2000,alejabec@gmail.com,-522799.7
Nani,Rodriguez,01/07/1985,nanirodri@gmail.com,-524069.2
Diego,Navarrete,31/08/1993,diegonav@gmail.com,-525338.7
Jose,Pinto,15/09/1984,josep@gmail.com,-526608.2
Juan,Niño,19/10/1999,juanniñ@gmail.com,-527877.7
Alejandra,Becerra,23/12/2000,alejabec@gmail.com,-529147.2
Nani,Rodriguez,01/07/1985,nanirodri@gmail.com,-530416.7
Diego,Navarrete,31/08/1993,diegonav@gmail.com,-531686.2
Jose,Pinto,15/09/1984,josep@gmail.com,-532955.7
Juan,Niño,19/10/1999,juanniñ@gmail.com,-534225.2
Alejandra,Becerra,23/12/2000,alejabec@gmail.com,-535494.7
Nani,Rodriguez,01/07/1985,nanirodri@gmail.com,-536764.2
Diego,Navarrete,31/08/1993,diegonav@gmail.com,-538033.7
Jose,Pinto,15/09/1984,josep@gmail.com,-539303.2
Juan,Niño,19/10/1999,juanniñ@gmail.com,-540572.7
Alejandra,Becerra,23/12/2000,alejabec@gmail.com,-541842.2
Nani,Rodriguez,01/07/1985,nanirodri@gmail.com,-543111.7
Diego,Navarrete,31/08/1993,diegonav@gmail.com,-544381.2
Jose,Pinto,15/09/1984,josep@gmail.com,-545650.7
Juan,Niño,19/10/1999,juanniñ@gmail.com,-546920.2
Alejandra,Becerra,23/12/2000,alejabec@gmail.com,-548189.7
Nani,Rodriguez,01/07/1985,nanirodri@gmail.com,-549459.2
Diego,Navarrete,31/08/1993,diegonav@gmail.com,-550728.7
Jose,Pinto,15/09/1984,josep@gmail.com,-551998.2
Juan,Niño,19/10/1999,juanniñ@gmail.com,-553267.7
Alejandra,Becerra,23/12/2000,alejabec@gmail.com,-554537.2
Nani,Rodriguez,01/07/1985,nanirodri@gmail.com,-555806.7
Diego,Navarrete,31/08/1993,diegonav@gmail.com,-557076.2
Jose,Pinto,15/09/1984,josep@gmail.com,-558345.7
Juan,Niño,19/10/1999,juanniñ@gmail.com,-559615.2
Alejandra,Becerra,23/12/2000,alejabec@gmail.com,-560884.7
Nani,Rodriguez,01/07/1985,nanirodri@gmail.com,-562154.2
Diego,Navarrete,31/08/1993,diegonav@gmail.com,-563423.7
Jose,Pinto,15/09/1984,josep@gmail.com,-564693.2
Juan,Niño,19/10/1999,juanniñ@gmail.com,-565962.7
Alejandra,Becerra,23/12/2000,alejabec@gmail.com,-567232.2
Nani,Rodriguez,01/07/1985,nanirodri@gmail.com,-568501.7
Diego,Navarrete,31/08/1993,diegonav@gmail.com,-569771.2
Jose,Pinto,15/09/1984,josep@gmail.com,-571040.7
Juan,Niño,19/10/1999,juanniñ@gmail.com,-572310.2
Alejandra,Becerra,23/12/2000,alejabec@gmail.com,-573579.7
Nani,Rodriguez,01/07/1985,nanirodri@gmail.com,-574849.2
Diego,Navarrete,31/08/1993,diegonav@gmail.com,-576118.7
Jose,Pinto,15/09/1984,josep@gmail.com,-577388.2
Juan,Niño,19/10/1999,juanniñ@gmail.com,-578657.7
Alejandra,Becerra,23/12/2000,alejabec@gmail.com,-579927.2
Nani,Rodriguez,01/07/1985,nanirodri@gmail.com,-581196.7
Diego,Navarrete,31/08/1993,diegonav@gmail.com,-582466.2
Jose,Pinto,15/09/1984,josep@gmail.com,-583735.7
Juan,Niño,19/10/1999,juanniñ@gmail.com,-585005.2
Alejandra,Becerra,23/12/2000,alejabec@gmail.com,-586274.7
Nani,Rodriguez,01/07/1985,nanirodri@gmail.com,-587544.2
Diego,Navarrete,31/08/1993,diegonav@gmail.com,-588813.7
Jose,Pinto,15/09/1984,josep@gmail.com,-590083.2
Juan,Niño,19/10/1999,juanniñ@gmail.com,-591352.7
Alejandra,Becerra,23/12/2000,alejabec@gmail.com,-592622.2
Nani,Rodriguez,01/07/1985,nanirodri@gmail.com,-593891.7
Diego,Navarrete,31/08/1993,diegonav@gmail.com,-595161.2
